"glytoucan_ac","sequence_byonic"
"G64593RN","Hex(5)HexNAc(3)dHex(1) % 1583.57070888"
"G64597KF","Hex(6)HexNAc(5)dHex(3)aldi(1) % 2445.91374541"
"G64601QM","Hex(6)HexNAc(4)NeuAc(2) % 2384.83582939"
"G64604UL","Hex(2)HexNAc(2) % 748.27495691"
"G64613CO","Hex(1)HexNAc(2)NeuAc(2) % 1168.41296668"
"G64614TM","Hex(6)HexNAc(5)dHex(2)NeuAc(3) % 3171.12643637"
"G64615IX","Hex(8)HexNAc(7)dHex(1)NeuAc(4) % 4046.42833634"
"G64618XR","Hex(7)HexNAc(6) % 2370.85656483"
"G64622AB","Hex(4)HexNAc(5) % 1681.61872173"
"G64623GC","Hex(3) % 504.1690352"
"G64625WS","Hex(1)HexNAc(2)dHex(1) % 732.28004228"
"G64632MT","Hex(4)HexNAc(2) % 1072.38060391"
"G64632PP","Hex(7)HexNAc(2) % 1558.53907441"
"G64633BH","Hex(5)HexNAc(4) % 1640.59217262"
"G64642LS","Hex(3)HexNAc(1) % 707.248407805"
"G64642ML","Hex(6) % 990.3275057"
"G64645CG","Hex(3)HexNAc(1)dHex(1)NeuAc(1) % 1144.40173331"
"G64651FB","Hex(4)HexNAc(2)NeuAc(1) % 1363.47602054"
"G64651IS","Hex(7)HexNAc(6)dHex(1)NeuAc(1) % 2808.00989034"
"G64652AR","Hex(1)NeuAc(1) % 471.158804835"
"G64652EG","Hex(3)HexNAc(5) % 1519.56589823"
"G64661YG","Hex(4)HexNAc(5)dHex(1)aldi(1) % 1829.69228066"
"G64662SH","Hex(6)HexNAc(5)dHex(1)NeuAc(1) % 2442.87769423"
"G64665JS","Hex(4) % 666.2218587"
"G64665SI","HexNAc(2)dHex(1) % 570.22721878"
"G64666BO","Hex(10)HexNAc(9)dHex(1) % 3612.31106202"
"G64669AQ","Hex(3)HexNAc(4)dHex(1) % 1462.54443449"
"G64673QI","Hex(2)HexNAc(2)NeuAc(1)S(1) % 1119.32718813"
"G64678ML","Hex(5)HexNAc(2)dHex(1) % 1380.49133628"
"G64680KT","Hex(4)HexNAc(5)dHex(2)NeuAc(1) % 2264.8299561"
"G64684RR","Hex(1)HexNAc(3)aldi(1) % 791.317156085"
"G64687ON","Hex(8)HexNAc(7) % 2735.98876094"
"G64693IG","Hex(6)HexNAc(5)NeuAc(1) % 2296.81978536"
"G64694IH","Hex(1) % 180.0633882"
"G64696WA","Hex(2)dHex(1) % 488.17412057"
"G64697JB","Hex(4)HexNAc(5)dHex(2) % 1973.73453947"
"G64700BC","Hex(4)aldi(1) % 668.23750877"
"G64703DQ","Hex(4)HexNAc(6)dHex(2) % 2176.81391207"
"G64705ZN","Hex(9)HexNAc(1)aldi(1) % 1681.58099887"
"G64706DG","Hex(3)HexNAc(6)dHex(1)NeuAc(1) % 2159.79859633"
"G64710VA","Hex(1)HexNAc(1)dHex(1) % 529.200669675"
"G64712UU","Hex(2)HexNAc(2)dHex(1)NeuAc(2) % 1476.52369905"
"G64713KE","Hex(6)HexNAc(3) % 1599.56562351"
"G64714RC","Hex(4) % 666.2218587"
"G64717JC","Hex(3)HexNAc(8)dHex(1) % 2274.86192491"
"G64719FL","Hex(4)HexNAc(4)dHex(1)aldi(1) % 1626.61290806"
"G64725VJ","Hex(5)HexNAc(6)dHex(1) % 2192.8088267"
"G64726EB","Hex(3)HexNAc(3)dHex(1)NeuAc(2) % 1841.65589516"
"G64729EV","Hex(6)HexNAc(5)dHex(1)NeuAc(3) % 3025.0685275"
"G64730RH","Hex(5)HexNAc(5)dHex(1) % 1989.7294541"
"G64739XF","Hex(8)HexNAc(7)dHex(3)NeuAc(2) % 3756.35332082"
"G64741WD","Hex(8)HexNAc(2) % 1720.59189791"
"G64761FU","Hex(8)HexNAc(7) % 2735.98876094"
"G64766UZ","Hex(4) % 666.2218587"
"G64766WW","Hex(3)HexNAc(4)dHex(1) % 1462.54443449"
"G64773FN","Hex(8)HexNAc(2) % 1720.59189791"
"G64774WV","Hex(4)HexNAc(4)dHex(2)aldi(1) % 1772.67081693"
"G64779QV","Hex(8)HexNAc(6)dHex(1) % 2678.9672972"
"G64780OA","Hex(6)HexNAc(2) % 1396.48625091"
"G64783LH","Hex(8) % 1314.4331527"
"G64789SR","Hex(6)HexNAc(5)dHex(1)NeuAc(3) % 3025.0685275"
"G64793CD","Hex(4)HexNAc(3)NeuAc(1) % 1566.55539315"
"G64799ZA","Hex(11)HexNAc(6)dHex(1)aldi(1) % 3167.14141777"
"G64802GX","Hex(5)HexNAc(5)dHex(1)NeuAc(3) % 2863.015704"
"G64803AP","Hex(3)HexNAc(6)dHex(1) % 1868.7031797"
"G64803GA","Hex(3)HexNAc(5)dHex(1) % 1665.6238071"
"G64803HZ","Hex(4)HexNAc(2) % 1072.38060391"
"G64808LD","Hex(5)HexNAc(6)dHex(2) % 2338.86673557"
"G64808RJ","Hex(6)HexNAc(5)dHex(1)NeuAc(2) % 2733.97311086"
"G64810SW","Hex(2) % 342.1162117"
"G64812KE","Hex(6) % 990.3275057"
"G64813IY","Hex(2)HexNAc(2)dHex(1)S(1) % 974.28968037"
"G64813JD","Hex(6)HexNAc(5)dHex(3)NeuAc(1) % 2734.99351197"
"G64818UY","Hex(2)NeuGc(1) % 649.206542965"
"G64822OJ","Hex(7)HexNAc(6)dHex(2)NeuAc(4) % 3827.35404911"
"G64823DM","Hex(4)HexNAc(6)dHex(2) % 2176.81391207"
"G64824NL","Hex(5)HexNAc(4)dHex(1)NeuAc(2) % 2368.84091476"
"G64826XB","Hex(2)HexNAc(3)dHex(1) % 1097.41223838"
"G64827NU","Hex(7)HexNAc(5) % 2167.77719222"
"G64828QT","Hex(9)HexNAc(6)dHex(5) % 3425.25175618"
"G64831VI","Hex(1)HexNAc(1)NeuAc(1) % 674.23817744"
"G64841EF","Hex(7)HexNAc(6) % 2370.85656483"
"G64842QB","Hex(3)HexNAc(1)dHex(2)aldi(1) % 1001.37987561"
"G64842RE","HexNAc(2) % 424.16930991"
"G64844ET","Hex(1)HexNAc(2)NeuAc(1) % 877.317550045"
"G64849QZ","Hex(2)HexNAc(3) % 951.354329515"
"G64850DY","Hex(6)HexNAc(5)dHex(2) % 2297.84018646"
"G64851ON","Hex(1)HexNAc(1)NeuGc(1) % 690.23309207"
"G64851PW","Hex(6)HexNAc(5)dHex(1)NeuAc(2) % 2733.97311086"
"G64852XI","Hex(3)HexNAc(3)aldi(1) % 1115.42280308"
"G64854QG","Hex(4)HexNAc(4)dHex(2) % 1770.65516686"
"G64854UO","Hex(2)HexNAc(1)dHex(1) % 691.253493175"
"G64855FW","Hex(4)HexNAc(1)dHex(2) % 1161.41704904"
"G64857LW","Hex(7)HexNAc(6)dHex(1)NeuAc(4) % 3681.29614024"
"G64857YA","Hex(1)HexNAc(1) % 383.142760805"
"G64858OY","Hex(9)HexNAc(8) % 3101.12095704"
"G64860JV","Hex(6)HexNAc(4) % 1802.64499612"
"G64860QW","Hex(2)HexNAc(2)dHex(2)S(1) % 1120.34758924"
"G64861UO","Hex(7)HexNAc(1)aldi(1) % 1357.47535188"
"G64865PC","Hex(6)HexNAc(7)dHex(1) % 2557.94102281"
"G64866JR","Hex(2)HexNAc(3) % 951.354329515"
"G64870DN","Hex(3)HexNAc(2) % 910.32778041"
"G64871AT","Hex(6)HexNAc(4)NeuAc(2) % 2384.83582939"
"G64873JT","Hex(5)HexNAc(3)dHex(3)NeuAc(1) % 2166.78194326"
"G64876LY","Hex(2)HexNAc(4)dHex(2) % 1446.54951986"
"G64878VD","Hex(1)HexNAc(3) % 789.301506015"
"G64885AH","Hex(4)HexNAc(2)dHex(1) % 1218.43851278"
"G64894MA","Hex(9)HexNAc(8)dHex(1)NeuAc(4) % 4411.56053245"
"G64897QL","Hex(9)HexNAc(5)dHex(1) % 2637.9407481"
"G64899EB","Hex(2)HexNAc(2)S(1) % 828.2317715"
"G64901XZ","Hex(6)HexNAc(5)NeuAc(1) % 2296.81978536"
"G64904FE","Hex(2)HexNAc(2)dHex(1) % 894.33286578"
"G64904QS","Hex(3)HexNAc(3)dHex(2)aldi(1) % 1407.53862082"
"G64907BE","Hex(7)HexNAc(6)dHex(1)aldi(1) % 2518.93012377"
"G64911PD","Hex(7)HexNAc(11)dHex(4) % 3970.48506334"
"G64912PD","Hex(5)HexNAc(7)dHex(3) % 2688.00401705"
"G64913UY","Hex(6)HexNAc(6)dHex(1)NeuAc(3) % 3228.14790011"
"G64916BF","Hex(7)HexNAc(2) % 1558.53907441"
"G64916EE","Hex(5)HexNAc(6)dHex(2)NeuAc(1) % 2629.96215221"
"G64919UI","Hex(3)HexNAc(3)NeuAc(1) % 1404.50256965"
"G64922BZ","Hex(2)HexNAc(2)NeuAc(1)S(1) % 1119.32718813"
"G64922VJ","Hex(3)HexNAc(3) % 1113.40715301"
"G64926QS","Hex(11)HexNAc(2) % 2206.75036841"
"G64931FF","Hex(3)HexNAc(5)NeuAc(2) % 2101.7567315"
"G64936OS","Hex(6)HexNAc(5)dHex(1)NeuAc(2) % 2733.97311086"
"G64937FU","Hex(1)HexNAc(1) % 383.142760805"
"G64937TE","Hex(1)HexNAc(2)S(1) % 666.178948"
"G64943CI","Hex(2)HexNAc(1) % 545.195584305"
"G64943NM","Hex(11)HexNAc(2) % 2206.75036841"
"G64950NP","Hex(6)HexNAc(5) % 2005.72436873"
"G64951NH","Hex(7)HexNAc(2)dHex(1) % 1704.59698328"
"G64952VU","Hex(5)HexNAc(4)dHex(1)NeuGc(1) % 2093.74041275"
"G64959IQ","Hex(5)HexNAc(4)dHex(2)aldi(1) % 1934.72364043"
"G64959JJ","Hex(5)HexNAc(4)dHex(1)aldi(1) % 1788.66573156"
"G64960RN","Hex(1)HexNAc(2)dHex(1) % 732.28004228"
"G64963GW","Hex(2)HexNAc(3)S(1) % 1031.31114411"
"G64963HC","Hex(6) % 990.3275057"
"G64964LN","Hex(3)HexNAc(8)dHex(1) % 2274.86192491"
"G64965ZH","Hex(4)HexNAc(3) % 1275.45997651"
"G64967DO","Hex(7)HexNAc(2)dHex(1) % 1704.59698328"
"G64968QT","Hex(4)HexNAc(2)dHex(1) % 1218.43851278"
"G64973KT","Hex(2)HexNAc(2) % 748.27495691"
"G64981YW","Hex(2)HexNAc(2)NeuAc(1)S(1) % 1119.32718813"
"G64983WA","Hex(8)HexNAc(5)dHex(2)NeuAc(1) % 2913.0412501"
"G64989JY","Hex(5)HexNAc(6)dHex(1) % 2192.8088267"
"G64990MD","Hex(6)HexNAc(2)NeuAc(1)aldi(1) % 1689.59731762"
"G64992NN","HexNAc(2)NeuAc(1) % 715.264726545"
"G64996BH","Hex(3)HexNAc(2)dHex(1) % 1056.38568928"
"G64998DO","HexNAc(1)dHex(1) % 367.147846175"
"G65002PM","Hex(3) % 504.1690352"
"G65006SL","Hex(11)HexNAc(2) % 2206.75036841"
"G65007AU","Hex(1)HexNAc(1) % 383.142760805"
"G65009JH","Hex(6)HexNAc(5)dHex(1)NeuAc(3)aldi(1) % 3027.08417757"
"G65012HL","Hex(4)HexNAc(5)dHex(1)NeuAc(1) % 2118.77204723"
"G65015ZK","Hex(5)HexNAc(5)dHex(3) % 2281.84527183"
"G65019XG","Hex(5)HexNAc(5)dHex(2)NeuAc(1) % 2426.8827796"
"G65020KU","Hex(2)HexNAc(2)dHex(1) % 894.33286578"
"G65022XW","Hex(6)HexNAc(5)NeuAc(1)NeuGc(2) % 2911.00044789"
"G65030HB","Hex(10)HexNAc(2) % 2044.69754491"
"G65030JI","Hex(5)HexNAc(4)dHex(1)aldi(1) % 1788.66573156"
"G65030KC","Hex(5)HexNAc(4)dHex(1)S(1) % 1866.60689608"
"G65044JI","Hex(3)HexNAc(2)NeuAc(2) % 1492.51861368"
"G65057SM","Hex(7)HexNAc(9)dHex(1)NeuAc(4) % 4290.53425806"
"G65059GX","Hex(6)HexNAc(3)S(1) % 1679.5224381"
"G65065ME","Hex(7)HexNAc(6)dHex(1)NeuAc(3) % 3390.2007236"
"G65070LF","Hex(2)dHex(1)aldi(1) % 490.18977064"
"G65070OM","Hex(3)HexNAc(4)dHex(2) % 1608.60234336"
"G65070RM","Hex(1)HexNAc(2)dHex(1) % 732.28004228"
"G65070VQ","Hex(2) % 342.1162117"
"G65071ON","Hex(6)HexNAc(5)dHex(2)aldi(1) % 2299.85583653"
"G65079ZY","Hex(6)HexNAc(5)dHex(1)NeuAc(2) % 2733.97311086"
"G65080HF","Hex(1)HexNAc(3) % 789.301506015"
"G65085HC","Hex(7)HexNAc(1) % 1355.45970181"
"G65085NL","Hex(4)HexNAc(4)aldi(1) % 1480.55499919"
"G65087VI","Hex(5)HexNAc(4)NeuAc(2) % 2222.78300589"
"G65092SV","Hex(6)HexNAc(4) % 1802.64499612"
"G65097BM","Hex(7)HexNAc(3) % 1761.61844701"
"G65101VB","Hex(2)dHex(1) % 488.17412057"
"G65103XZ","Hex(5)HexNAc(4)dHex(1) % 1786.65008149"
"G65109OK","Hex(3)HexNAc(1)S(1) % 787.205222395"
"G65112QB","Hex(5)HexNAc(1)dHex(1) % 1177.41196367"
"G65112YX","Hex(6)HexNAc(5)NeuAc(1)NeuGc(1) % 2603.91011663"
"G65114FX","Hex(6)HexNAc(5)dHex(4)aldi(1) % 2591.97165428"
"G65117HG","Hex(3)HexNAc(6)dHex(1)S(2)aldi(1) % 2030.63245895"
"G65117IS","Hex(6)HexNAc(5)NeuAc(3)aldi(1) % 2881.0262687"
"G65124UZ","Hex(3)HexNAc(3) % 1113.40715301"
"G65135MY","Hex(2)HexNAc(2)S(1)aldi(1) % 830.24742157"
"G65142PC","Hex(3)HexNAc(2)dHex(4) % 1494.55941589"
"G65146TB","Hex(5)HexNAc(4)dHex(2)NeuAc(1)aldi(1) % 2225.81905706"
"G65147VW","Hex(7)HexNAc(6)dHex(5) % 3101.14610918"
"G65156DS","Hex(4)HexNAc(2) % 1072.38060391"
"G65156XZ","Hex(2)HexNAc(1)NeuAc(1) % 836.29100094"
"G65157GS","Hex(4)HexNAc(5)NeuGc(1) % 1988.70905299"
"G65162CH","Hex(1)HexNAc(1)aldi(1) % 385.158410875"
"G65165JE","Hex(2)NeuAc(2) % 924.30704497"
"G65165RH","Hex(3) % 504.1690352"
"G65166VR","Hex(4)HexNAc(2)dHex(1)NeuAc(1) % 1509.53392942"
"G65169LC","Hex(1)HexNAc(1)dHex(1) % 529.200669675"
"G65169RI","Hex(4) % 666.2218587"
"G65180FA","Hex(1)HexNAc(1)NeuAc(1) % 674.23817744"
"G65184UU","Hex(5)HexNAc(5) % 1843.67154523"
"G65184XJ","Hex(3)HexNAc(2)HexA(1)S(1) % 1166.31668306"
"G65186OJ","Hex(12)HexNAc(2) % 2368.80319191"
"G65186XA","Hex(6)HexNAc(5)dHex(1) % 2151.78227759"
"G65191ST","Hex(1)HexNAc(1)NeuAc(2) % 965.333594075"
"G65192DL","Hex(4)HexNAc(2)dHex(1)NeuAc(1) % 1509.53392942"
"G65199FX","Hex(6)HexNAc(3)dHex(4)aldi(1) % 2185.81290906"
"G65200OC","Hex(2)HexNAc(3)dHex(2)S(1) % 1323.42696185"
"G65201PY","Hex(8) % 1314.4331527"
"G65214YE","Hex(2)HexNAc(1)NeuAc(1) % 836.29100094"
"G65218NW","Hex(5)HexNAc(4)dHex(1) % 1786.65008149"
"G65218NY","Hex(5)HexNAc(4)NeuGc(3) % 2561.86316642"
"G65219TP","Hex(5)HexNAc(5)dHex(1)NeuAc(2) % 2571.92028737"
"G65220LI","Hex(9)HexNAc(4)dHex(1) % 2434.86137549"
"G65223RT","Hex(4)HexNAc(2)dHex(1) % 1218.43851278"
"G65225MN","Hex(5)HexNAc(7)dHex(1)NeuAc(2) % 2978.07903257"
"G65226QM","Hex(6)HexNAc(5)dHex(1)NeuAc(3) % 3025.0685275"
"G65229XY","Hex(6)HexNAc(5)dHex(2)NeuGc(2) % 2912.020849"
"G65234FH","Hex(1)HexNAc(1)NeuAc(2) % 965.333594075"
"G65236BH","Hex(3)HexNAc(5) % 1519.56589823"
"G65236EL","Hex(6)HexNAc(2) % 1396.48625091"
"G65236OQ","Hex(1)S(1) % 260.02020279"
"G65238IV","Hex(4)HexNAc(4)NeuAc(1) % 1769.63476576"
"G65239SF","Hex(4)HexNAc(7) % 2087.77746694"
"G65243FP","Hex(9)HexNAc(8)dHex(1)NeuAc(3) % 4120.46511582"
"G65244XM","Hex(4)HexNAc(5)dHex(1)S(1) % 1907.63344519"
"G65249DN","Hex(5)HexNAc(7)dHex(3) % 2688.00401705"
"G65256PU","Hex(7)HexNAc(7)dHex(5) % 3304.22548179"
"G65262KR","Hex(2)HexNAc(2)NeuAc(2)S(2) % 1490.37941936"
"G65263TV","Hex(2)HexNAc(3)dHex(1)aldi(1) % 1099.42788845"
"G65268SY","Hex(3)HexNAc(3)dHex(1)NeuAc(2) % 1841.65589516"
"G65276XQ","Hex(3) % 504.1690352"
"G65277OQ","Hex(8)HexNAc(5)dHex(1) % 2475.8879246"
"G65284HT","Hex(10)HexNAc(9) % 3466.25315315"
"G65284VS","Hex(12)HexNAc(2) % 2368.80319191"
"G65285QO","Hex(1)HexNAc(1)NeuAc(1)aldi(1) % 676.25382751"
"G65288NK","Hex(1)HexNAc(1) % 383.142760805"
"G65291BW","Hex(1)HexNAc(2) % 586.22213341"
"G65291GO","Hex(10)HexNAc(9)dHex(1)NeuAc(4) % 4776.69272856"
"G65294YU","Hex(5)HexNAc(4)dHex(2) % 1932.70799036"
"G65296TL","Hex(6)HexNAc(6)dHex(1) % 2354.8616502"
"G65298XR","Hex(12)HexNAc(2) % 2368.80319191"
"G65299LG","Hex(7)HexNAc(6)dHex(1)aldi(1) % 2518.93012377"
"G65301QJ","Hex(6)HexNAc(5)dHex(2)NeuAc(1) % 2588.9356031"
"G65303YU","Hex(3)HexNAc(1) % 707.248407805"
"G65307GS","Hex(8)HexNAc(7)dHex(1)NeuAc(2) % 3464.23750307"
"G65307KA","Hex(5)HexNAc(5)dHex(1)NeuAc(1) % 2280.82487073"
"G65309UJ","Hex(4)dHex(2) % 958.33767644"
"G65311MC","Hex(10)HexNAc(1) % 1841.61817231"
"G65312PV","Hex(7)HexNAc(5) % 2167.77719222"
"G65315WP","Hex(3)HexNAc(4)aldi(1) % 1318.50217569"
"G65318OO","Hex(6)HexNAc(5)dHex(1)NeuAc(3)aldi(1) % 3027.08417757"
"G65323BX","Hex(5)HexNAc(5)dHex(2)NeuAc(1) % 2426.8827796"
"G65333DX","Hex(3)HexNAc(5)dHex(1)aldi(1) % 1667.63945717"
"G65338GP","Hex(3)HexNAc(1) % 707.248407805"
"G65340BF","Hex(6)HexNAc(5)NeuAc(3) % 2879.01061863"
"G65342QU","Hex(4)HexNAc(5)dHex(3)aldi(1) % 2121.8080984"
"G65343RX","Hex(8)HexNAc(6)NeuAc(2) % 3115.1002216"
"G65343UJ","Hex(3)HexNAc(3) % 1113.40715301"
"G65345NM","Hex(5)HexNAc(3)dHex(2) % 1729.62861776"
"G65345RD","Hex(3)HexNAc(4)dHex(1)aldi(1) % 1464.56008456"
"G65351EL","Hex(2)HexNAc(2)S(1)aldi(1) % 830.24742157"
"G65356DX","Hex(4)HexNAc(4)dHex(2) % 1770.65516686"
"G65364FS","Hex(4)HexNAc(5)dHex(2) % 1973.73453947"
"G65365UP","Hex(4)HexNAc(7)dHex(1) % 2233.83537581"
"G65365VP","Hex(4)HexNAc(2)NeuGc(1) % 1379.47093518"
"G65365ZJ","Hex(3)HexNAc(2)NeuAc(1) % 1201.42319704"
"G65370RS","Hex(6)HexNAc(2) % 1396.48625091"
"G65372SM","Hex(1)HexNAc(1)dHex(1) % 529.200669675"
"G65376QI","Hex(2)HexNAc(1) % 545.195584305"
"G65380CT","Hex(7)HexNAc(6) % 2370.85656483"
"G65383LK","Hex(2)HexNAc(3)NeuAc(1) % 1242.44974615"
"G65391WE","Hex(7)HexNAc(7)dHex(5) % 3304.22548179"
"G65396UE","Hex(3)HexNAc(4)aldi(1) % 1318.50217569"
"G65414LI","Hex(9)HexNAc(8)dHex(1) % 3247.17886591"
"G65414VM","Hex(1)HexNAc(1)dHex(1)S(1)aldi(1) % 611.173134335"
"G65415JG","Hex(3)HexNAc(5) % 1519.56589823"
"G65419YA","Hex(6)HexNAc(6)dHex(1)NeuAc(3) % 3228.14790011"
"G65432MI","Hex(3)HexNAc(2)NeuAc(2) % 1492.51861368"
"G65432SL","Hex(6) % 990.3275057"
"G65434PC","Hex(2)S(1) % 422.07302629"
"G65437NL","Hex(2)aldi(1) % 344.13186177"
"G65438SS","HexNAc(2)HexA(3) % 952.26557409"
"G65444MU","Hex(11)HexNAc(2) % 2206.75036841"
"G65446KH","Hex(3)HexNAc(3)dHex(2)aldi(1) % 1407.53862082"
"G65447BW","Hex(1)HexNAc(1)NeuAc(1)S(1)aldi(1) % 756.2106421"
"G65447JX","Hex(3)HexNAc(3)dHex(2) % 1405.52297075"
"G65449BO","Hex(6)HexNAc(5)NeuAc(2)S(1) % 2667.87201658"
"G65449OV","Hex(4)HexNAc(5)dHex(4)NeuAc(1) % 2556.94577384"
"G65454YQ","Hex(3)HexNAc(4)dHex(1) % 1462.54443449"
"G65460ES","HexNAc(3) % 627.248682515"
"G65464PI","Hex(4)HexNAc(5)dHex(1)NeuAc(1) % 2118.77204723"
"G65466VT","Hex(8)HexNAc(5)dHex(1) % 2475.8879246"
"G65467NS","Hex(3)HexNAc(1)NeuAc(1) % 998.34382444"
"G65475CX","HexNAc(1)dHex(2) % 513.205755045"
"G65481GA","Hex(5)HexNAc(4)dHex(3) % 2078.76589923"
"G65484DP","Hex(3)HexNAc(2)NeuAc(1) % 1201.42319704"
"G65500VO","Hex(3)HexNAc(4)dHex(1) % 1462.54443449"
"G65507FU","Hex(6) % 990.3275057"
"G65507RI","Hex(1)HexNAc(1)NeuAc(1)S(1) % 754.19499203"
"G65508FE","Hex(7)HexNAc(6) % 2370.85656483"
"G65508OC","Hex(5)HexNAc(4)NeuAc(2) % 2222.78300589"
"G65514VB","Hex(7)HexNAc(7)dHex(1)NeuAc(2)S(2) % 3462.09830876"
"G65515HD","Hex(4)HexNAc(4)NeuAc(1) % 1769.63476576"
"G65515UQ","Hex(5)HexNAc(5)dHex(1)NeuAc(1)aldi(1) % 2282.8405208"
"G65516CQ","Hex(8)HexNAc(7)dHex(2)NeuAc(4) % 4192.48624522"
"G65518IK","Hex(7)HexNAc(2) % 1558.53907441"
"G65525UV","Hex(1)HexNAc(1)NeuAc(1) % 674.23817744"
"G65526RB","Hex(7)HexNAc(5)NeuAc(1) % 2458.87260886"
"G65527PZ","Hex(9)HexNAc(2) % 1882.64472141"
"G65533MH","Hex(7) % 1152.3803292"
"G65535GM","Hex(6)HexNAc(4)NeuAc(2) % 2384.83582939"
"G65536FS","Hex(2)dHex(1) % 488.17412057"
"G65537UV","Hex(3)HexNAc(3)dHex(1)NeuAc(2) % 1841.65589516"
"G65540UB","Hex(4)HexNAc(8) % 2290.85683954"
"G65542KP","Hex(8) % 1314.4331527"
"G65547KW","Hex(2)HexNAc(4)dHex(1)NeuAc(2) % 1882.68244426"
"G65550TC","Hex(4)HexNAc(5)dHex(2) % 1973.73453947"
"G65560KB","Hex(3)HexNAc(1)dHex(1)NeuAc(1) % 1144.40173331"
"G65562ZE","Hex(1)HexNAc(1)NeuAc(1) % 674.23817744"
"G65573RJ","Hex(5)HexNAc(5)dHex(1)NeuAc(2) % 2571.92028737"
"G65575TV","Hex(6)HexNAc(3)dHex(1)NeuAc(1) % 2036.71894902"
"G65585XE","Hex(1)HexNAc(2) % 586.22213341"
"G65593FM","Hex(2)HexNAc(2)S(1) % 828.2317715"
"G65593RU","Hex(4)HexNAc(3)dHex(2) % 1567.57579425"
"G65594XM","Hex(7)HexNAc(6)dHex(1)NeuAc(4) % 3681.29614024"
"G65597BI","Hex(5)HexNAc(4)dHex(1) % 1786.65008149"
"G65600KO","Hex(3)HexNAc(4)dHex(2) % 1608.60234336"
"G65602FX","Hex(3)HexNAc(2)aldi(1) % 912.34343048"
"G65603XA","Hex(7)HexNAc(6)NeuAc(2) % 2953.0473981"
"G65609XC","Hex(1)HexNAc(1) % 383.142760805"
"G65612XR","Hex(5)HexNAc(6)dHex(2) % 2338.86673557"
"G65617KZ","Hex(5)HexNAc(4)dHex(2)NeuAc(2) % 2514.89882363"
"G65621RR","Hex(8)HexNAc(6)dHex(1) % 2678.9672972"
"G65622RZ","HexN(2) % 340.14818051"
"G65623LC","Hex(4)HexNAc(4)NeuAc(2) % 2060.73018239"
"G65624ZE","Hex(2)HexNAc(2) % 748.27495691"
"G65625PM","Hex(7)HexNAc(6)dHex(4)aldi(1) % 2957.10385038"
"G65635AB","Hex(5)HexNAc(4)dHex(3)NeuAc(1) % 2369.86131587"
"G65638YM","Hex(7)HexNAc(6)dHex(1)NeuAc(4) % 3681.29614024"
"G65642DH","Hex(2)HexNAc(2)dHex(1)NeuAc(1)S(1) % 1265.38509701"
"G65644CC","HexNAc(3)HexA(2)S(3) % 1219.1833024"
"G65653DJ","Hex(6)HexNAc(3)aldi(1) % 1601.58127358"
"G65660BL","Hex(1)HexNAc(1)NeuGc(1) % 690.23309207"
"G65667PE","Hex(1)HexNAc(2)NeuAc(1)S(1)aldi(1) % 959.290014705"
"G65668CK","Hex(4)HexNAc(4) % 1478.53934912"
"G65669BM","Hex(3)HexNAc(2)dHex(1)aldi(1) % 1058.40133935"
"G65670OQ","Hex(2)HexNAc(2)S(2) % 908.18858609"
"G65675XT","Hex(4) % 666.2218587"
"G65680SX","Hex(4)HexNAc(6)NeuAc(1) % 2175.79351097"
"G65681OO","Hex(5)HexNAc(6)dHex(1) % 2192.8088267"
"G65686FS","Hex(4)HexNAc(2)dHex(3)aldi(1) % 1512.56998059"
"G65687AD","Hex(8)HexNAc(2) % 1720.59189791"
"G65690IK","Hex(4)HexNAc(5)dHex(1) % 1827.6766306"
"G65691QG","Hex(6)HexNAc(5)dHex(7) % 3028.12973082"
"G65695UT","Hex(2) % 342.1162117"
"G65697SK","Hex(4)HexNAc(5)NeuAc(1) % 1972.71413836"
"G65701KB","Hex(2)HexNAc(2)S(2) % 908.18858609"
"G65704VY","Hex(2)HexNAc(2)S(1)aldi(1) % 830.24742157"
"G65712VD","Hex(4)HexNAc(3)dHex(2) % 1567.57579425"
"G65718MY","Hex(4) % 666.2218587"
"G65720XL","Hex(3)HexNAc(2) % 910.32778041"
"G65721PE","Hex(2)HexNAc(2) % 748.27495691"
"G65721TS","Hex(10)HexNAc(2) % 2044.69754491"
"G65741RB","Hex(1)HexN(1) % 341.132196105"
"G65744QH","Hex(3)HexNAc(2) % 910.32778041"
"G65756JP","Hex(3)HexNAc(3) % 1113.40715301"
"G65758JQ","Hex(2)dHex(1)NeuAc(1) % 779.269537205"
"G65760UO","Hex(6)HexNAc(5)dHex(3)NeuAc(1) % 2734.99351197"
"G65761OP","Hex(6)HexNAc(6)NeuAc(1) % 2499.89915797"
"G65761WK","Hex(5)HexNAc(4)dHex(1)NeuAc(1) % 2077.74549812"
"G65762TM","Hex(7)HexNAc(1)aldi(1) % 1357.47535188"
"G65766QU","Hex(6)HexNAc(7)dHex(1)NeuAc(2)S(1) % 3220.08867066"
"G65767VX","Hex(5)HexNAc(4)dHex(3)aldi(1) % 2080.7815493"
"G65773ZP","Hex(6)HexNAc(1) % 1193.4068783"
"G65774LN","Hex(3)HexNAc(1) % 707.248407805"
"G65774QH","Hex(5) % 828.2746822"
"G65784FR","Hex(5)HexNAc(4)dHex(1)NeuAc(1) % 2077.74549812"
"G65790DQ","Hex(1)HexNAc(1)NeuAc(1)aldi(1) % 676.25382751"
"G65796FM","Hex(3)HexNAc(9)dHex(1) % 2477.94129751"
